Season,Team,League,GP,G,A,TP,PIM,PlusMinus,PlayerID
2003-04,HC Zlin,Czech,4,1,0,1,2,0,13659
2003-04,Czech Republic U18,WJC-18,7,0,2,2,2,-2,13659
2003-04,Czech Republic U18 (all),International-Jr,16,1,4,5,2,-2,13659
2003-04,HC Örebro J20,J20 Elit,-,-,-,-,-,,2620
2003-04,HC Örebro 90,Allsvenskan,42,4,0,4,83,-26,2620
2003-04,Sweden U18,WJC-18,5,0,0,0,8,-2,2620
2003-04,Sweden U18 (all),International-Jr,14,1,0,1,18,,2620
2003-04,HV71 J20,SuperElit,18,9,3,12,42,,2018
2003-04,HV71,SHL,9,0,0,0,2,0,2018
2003-04,Cornell Univ.,NCAA,28,3,3,6,18,,12487
2003-04,Moose Jaw Warriors,WHL,72,23,26,49,111,15,10669
2003-04,Baie-Comeau Drakkar,QMJHL,62,2,3,5,198,-9,15208
2003-04,Surrey Eagles,BCHL,58,7,30,37,101,,11919
2003-04,Yunior Minsk,Belarus,30,5,3,8,26,,12248
2003-04,Yunost Minsk,Belarus,20,1,7,8,4,,12248
2003-04,Yunost Minsk-2,Belarus2,4,1,4,5,10,,12248
2003-04,Belarus U20,WJC-20 D1,5,0,1,1,4,1,12248
2003-04,Belarus (all),International,5,0,0,0,29,,12248
2003-04,Yunost Minsk,Belarus Cup,6,2,2,4,8,,12248
2003-04,Miami Univ. (Ohio),NCAA,34,1,0,1,66,-6,14564
2003-04,Lada Togliatti,Russia,59,2,5,7,50,9,18024
2003-04,Lada Togliatti-2,Russia3,4,0,1,1,29,,18024
2003-04,Peterborough Petes,OHL,66,15,30,45,52,-1,17820
2003-04,Red Deer Rebels,WHL,67,11,8,19,34,-5,11639
2003-04,Univ. of Michigan,NCAA,41,1,14,15,62,14,9418
2003-04,USA U20,WJC-20,6,0,0,0,0,2,9418
2003-04,New England Jr. Coyotes,EJHL,-,-,-,-,-,,15063
2003-04,Calgary Hitmen,WHL,72,6,13,19,28,0,14837
2003-04,Erie Otters,OHL,67,20,46,66,66,-3,9106
2003-04,OHL All-Stars,CHL Challenge,2,1,0,1,2,,9106
2003-04,Prince George Cougars,WHL,70,19,23,42,122,-1,9492
2003-04,Canada U18,WJC-18,7,2,1,3,6,-1,9492
2003-04,White Bear Lake High,USHS-MN,27,25,19,44,-,,18023
2003-04,Plymouth Whalers,OHL,63,18,28,46,83,0,18022
2003-04,Miami Univ. (Ohio),NCAA,41,21,14,35,22,4,14518
2003-04,Cornell Univ.,NCAA,31,6,1,7,14,,13480
2003-04,Coquitlam Express,BCHL,56,31,38,69,87,,11887
2003-04,Seattle Thunderbirds,WHL,63,21,15,36,29,18,9498
2003-04,Canada U18,WJC-18,7,0,3,3,10,3,9498
2003-04,Kelowna Rockets,WHL,72,6,12,18,47,1,10350
2003-04,Kelowna Rockets,M-Cup,4,1,1,2,2,1,10350
2003-04,Kelowna Rockets,WHL,49,8,16,24,24,7,11534
2003-04,Kelowna Rockets,M-Cup,4,0,0,0,4,0,11534
2003-04,CSKA Moskva,Russia,10,1,0,1,8,0,12300
2003-04,CSKA Moskva-2,Russia3,9,2,1,3,32,,12300
2003-04,Sault Ste. Marie Greyhounds,OHL,67,9,11,20,37,-11,11492
2003-04,Kelowna Rockets,WHL,72,25,21,46,44,16,12026
2003-04,Kelowna Rockets,M-Cup,4,1,1,2,4,0,12026
2003-04,Peterborough Petes,OHL,58,4,6,10,76,-10,14187
2003-04,Lewiston MAINEiacs,QMJHL,68,13,52,65,140,0,11881
2003-04,HC Ceské Budejovice U20,Czech U20,21,1,7,8,8,-1,18021
2003-04,HC Ceske Budejovice,Czech,15,0,1,1,8,-5,18021
2003-04,Univ. of Denver,NCAA,39,3,6,9,18,,14460
2003-04,Cedar Rapids Roughriders,USHL,35,1,7,8,23,-7,14856
2003-04,Chicago Steel,USHL,59,22,24,46,53,6,17616
2003-04,Halifax Mooseheads,QMJHL,69,16,15,31,45,-26,13652
2003-04,Czech Republic U20 (all),International-Jr,3,1,1,2,-,,13652
2003-04,Trail Smoke Eaters,BCHL,51,9,21,30,51,,18020
2003-04,Swift Current Broncos,WHL,70,3,14,17,79,14,9481
2003-04,Canada U18,WJC-18,6,0,0,0,4,0,9481
2003-04,Stocksunds IF J18,J18 Allsvenskan,14,5,5,10,14,,3841
2003-04,Sioux Falls Stampede,USHL,60,37,31,68,60,-4,14863
2003-04,Dynamo Moskva-2,Russia3,-,-,-,-,-,,13646
2003-04,THK Tver,Russia2,24,3,1,4,4,-2,13646
2003-04,Brown Univ.,NCAA,31,10,20,30,20,,18019
2003-04,LeKi U20,Jr. A Suomi-sarja,12,11,11,22,26,,4283
2003-04,LeKi,II-divisioona,22,19,19,38,30,,4283
2003-04,Team Southwest,USHS-MN,24,9,5,14,-,,15314
2003-04,Blake School,USHS-MN,28,22,30,52,20,,15314
2003-04,ZSC Lions,NLA,48,12,24,36,78,,4092
2003-04,Switzerland,WC,7,1,1,2,2,1,4092
2003-04,Switzerland (all),International,21,3,2,5,-,,4092
2003-04,Minnesota State Univ. (Mankato),NCAA,38,9,12,21,14,,11446
2003-04,JYP U20,Jr. A SM-liiga,10,3,2,5,2,0,4284
2003-04,JYP,Liiga,25,1,3,4,2,-3,4284
2003-04,Suomi U20,Mestis,2,0,1,1,0,1,4284
2003-04,Univ. of New Hampshire,NCAA,38,4,10,14,12,,11480
2003-04,HC Litvinov U20,Czech U20,53,38,51,89,110,19,9617
2003-04,HC Litvinov,Czech,7,0,0,0,2,,9617
2003-04,HC Most,Czech3,1,0,0,0,0,,9617
2003-04,Czech Republic U19 (all),International-Jr,3,0,0,0,2,,9617
2003-04,Salmon Arm Silverbacks,BCHL,42,0,7,7,160,,15046
2003-04,Gatineau Olympiques,QMJHL,38,6,12,18,85,30,18018
2003-04,Czech Republic U20,WJC-20,7,0,0,0,14,-2,18018
2003-04,Czech Republic U20 (all),International-Jr,11,0,1,1,40,,18018
2003-04,Gatineau Olympiques,M-Cup,5,0,3,3,4,5,18018
2003-04,Kärpät,Liiga,56,17,13,30,28,15,4285
2003-04,Finland,EHT,3,0,0,0,2,,4285
2003-04,Langley Hornets,BCHL,14,13,11,24,45,,15048
2003-04,Victoria Salsa,BCHL,12,5,7,12,77,,15048
2003-04,Powell River Kings,BCHL,19,7,18,25,94,,15048
2003-04,Nepean Raiders,CJHL,55,13,26,39,67,,15053
2003-04,Nepean Raiders,RBC Cup,5,2,3,5,4,,15053
2003-04,Colgate Univ.,NCAA,37,14,17,31,23,,11750
2003-04,London Knights,OHL,64,26,53,79,47,35,14326
2003-04,Salmon Arm Silverbacks,BCHL,57,14,40,54,117,,14874
2003-04,Shawinigan Cataractes,QMJHL,70,31,29,60,76,18,18017
2003-04,Baie-Comeau Drakkar,QMJHL,67,2,11,13,35,-17,16666
2003-04,Kootenay Ice,WHL,72,26,35,61,63,-2,14459
2003-04,Camrose Kodiaks,AJHL,42,20,36,56,31,,18016
2003-04,Cushing Academy,USHS-Prep,-,-,-,-,-,,41102
2003-04,Spartak Moskva-2,Russia3,-,-,-,-,-,,41103
2003-04,Green Bay Gamblers,USHL,57,1,6,7,141,-8,11920
2003-04,Västra Frölunda HC J18,J18 Allsvenskan,0,0,0,0,0,,1256
2003-04,Västra Frölunda HC J20,SuperElit,31,6,3,9,22,,1256
2003-04,Vancouver Giants,WHL,69,10,8,18,267,-16,10303
2003-04,Rødovre Mighty Bulls,Denmark,35,12,7,19,48,,2368
2003-04,Denmark U18,WJC-18,6,3,4,7,32,3,2368
2003-04,Denmark U20,WJC-20 D1,3,0,1,1,12,-1,2368
2003-04,New Jersey Jr. Titans,AtJHL,-,-,-,-,-,,15307
2003-04,Stocksunds IF J18,J18 Allsvenskan,12,1,6,7,26,-10,2277
2003-04,Brewster Bulldogs,EmJHL,29,16,30,46,52,,41104
2004-05,Rimouski Océanic,QMJHL,62,66,102,168,84,78,6146
2004-05,Canada U20,WJC-20,6,6,3,9,4,4,6146
2004-05,Rimouski Océanic,M-Cup,5,6,5,11,6,7,6146
2004-05,Owen Sound Attack,OHL,62,37,52,89,51,30,9210
2004-05,U.S. National U18 Team,NAHL,12,7,10,17,57,,9205
2004-05,U.S. National U18 Team,USDP,26,5,9,14,86,,9205
2004-05,USA U18,WJC-18,6,0,2,2,35,7,9205
2004-05,Sudbury Wolves,OHL,67,29,36,65,102,7,4229
2004-05,Vancouver Giants,WHL,70,39,48,87,169,4,10235
2004-05,Canada U18,JWC-18,5,3,0,3,14,,10235
2004-05,U.S. National U18 Team,NAHL,16,6,11,17,20,,9217
2004-05,U.S. National U18 Team,USDP,26,9,11,20,36,,9217
2004-05,USA U18,WJC-18,6,1,3,4,8,3,9217
2004-05,Saskatoon Blades,WHL,69,33,31,64,34,20,9360
2004-05,Canada U18,WJC-18,6,4,2,6,7,7,9360
2004-05,Moorhead High,USHS-MN,25,12,26,38,-,,9218
2004-05,Lincoln Stars,USHL,12,0,3,3,4,-1,9218
2004-05,USA U20,WJC-20,7,0,0,0,4,2,9218
2004-05,Val-d'Or Foreurs,QMJHL,70,13,19,32,117,-39,9185
2004-05,Canada U18,WJC-18,6,0,1,1,4,5,9185
2004-05,Canada U18,Hlinka Memorial,5,0,1,1,2,,9185
2004-05,Södertälje SK J18,J18 Allsvenskan,1,1,2,3,0,2,4233
2004-05,Södertälje SK J20,SuperElit,30,28,21,49,26,29,4233
2004-05,Södertälje SK,SHL,5,0,0,0,0,-1,4233
2004-05,Slovenia U18,WJC-18 D1,5,6,5,11,14,-1,4233
2004-05,Slovenia U20,WJC-20 D1,5,10,3,13,6,8,4233
2004-05,Slovenia,OGQ,3,1,1,2,2,0,4233
2004-05,Slovenia,WC,6,1,0,1,2,-6,4233
2004-05,Sudbury Wolves,OHL,65,6,20,26,53,22,9183
2004-05,Canada U18,Hlinka Memorial,5,0,0,0,2,,9183
2004-05,Chicoutimi Saguenéens,QMJHL,59,32,50,82,50,6,9248
2004-05,Slovakia U20,WJC-20,4,1,2,3,6,1,9248
2004-05,Cornell Univ.,NCAA,26,3,7,10,33,,9200
2004-05,Erie Otters,OHL,64,25,38,63,60,-4,9197
2004-05,Canada U18,WJC-18,6,5,0,5,12,4,9197
2004-05,Canada U18,Hlinka Memorial,5,3,2,5,20,,9197
2004-05,Lewiston MAINEiacs,QMJHL,65,31,55,86,172,27,10877
2004-05,HC Ceské Budejovice U20,Czech U20,37,22,22,44,80,7,9237
2004-05,HC Ceske Budejovice,Czech2,15,1,2,3,2,8,9237
2004-05,HC Ceske Budejovice,Czech Q,-,-,-,-,-,,9237
2004-05,Czech Republic U18,WJC-18,7,4,3,7,10,7,9237
2004-05,Czech Republic U18 (all),International-Jr,15,6,6,12,16,,9237
2004-05,Guelph Storm,OHL,66,2,17,19,36,5,9184
2004-05,Canada U18,WJC-18,6,0,0,0,6,2,9184
2004-05,Canada U18,Hlinka Memorial,5,1,2,3,12,,9184
2004-05,Kitchener Rangers,OHL,62,3,11,14,92,12,9230
2004-05,Czech Republic U20 (all),International-Jr,3,0,1,1,4,,9230
2004-05,Moose Jaw Warriors,WHL,70,37,37,74,122,-4,10440
2004-05,Kitchener Rangers,OHL,44,4,18,22,44,16,10302
2004-05,Södertälje SK J20,SuperElit,21,18,16,34,25,,2045
2004-05,Södertälje SK,SHL,25,1,0,1,2,2,2045
2004-05,Sweden U18,WJC-18,7,6,0,6,0,5,2045
2004-05,Sweden U18 (all),International-Jr,11,10,2,12,4,,2045
2004-05,Sweden U20,WJC-20,6,2,1,3,2,0,2045
2004-05,Sweden U20 (all),International-Jr,15,4,1,5,8,,2045
2004-05,Warroad High,USHS-MN,31,37,62,99,22,,9209
2004-05,Sioux Falls Stampede,USHL,11,3,2,5,6,-2,9209
2004-05,St. Michael's Buzzers,OPJHL,49,36,66,102,33,,9187
2004-05,St. Michael's Buzzers,Dudley Hewitt Cup,4,5,1,6,0,,9187
2004-05,Canada U18,Hlinka Memorial,5,4,5,9,22,,9187
2004-05,Sarnia Sting,OHL,31,1,5,6,74,-4,11249
2004-05,Sioux Falls Stampede,USHL,55,3,10,13,181,-18,12209
2004-05,Virginia/Mountain Iron-Buhl High,USHS-MN,29,27,38,65,34,,9214
2004-05,Windsor Spitfires,OHL,61,21,52,73,179,1,9186
2004-05,HC Presov U20,Slovakia U20,23,6,10,16,44,,9251
2004-05,PHK Preov,Slovakia2,32,3,1,4,24,,9251
2004-05,Slovakia U18,WJC-18,6,0,0,0,10,2,9251
2004-05,Portland Winter Hawks,WHL,70,5,10,15,60,-10,9355
2004-05,Canada U18,WJC-18,6,0,2,2,0,1,9355
2004-05,Plymouth Whalers,OHL,67,18,26,44,32,-5,9362
2004-05,Canada U18,WJC-18,6,1,1,2,6,-1,9362
2004-05,U.S. National U18 Team,NAHL,15,10,13,23,20,,9375
2004-05,U.S. National U18 Team,USDP,23,4,11,15,16,,9375
2004-05,USA U18,WJC-18,6,0,3,3,2,5,9375
2004-05,Québec Remparts,QMJHL,70,5,25,30,33,39,10218
2004-05,Shattuck St. Mary's Midget Prep,USHS-Prep,50,4,30,34,52,,9204
2004-05,U.S. National U18 Team,USDP,11,1,2,3,12,,9204
2004-05,USA U18,WJC-18,6,1,0,1,8,5,9204
2004-05,Seattle Thunderbirds,WHL,72,6,16,22,46,26,11619
2004-05,HC Vitkovice U20,Czech U20,39,20,11,31,161,1,9231
2004-05,HC Vitkovice,Czech,1,0,0,0,0,0,9231
2004-05,Czech Republic U18,WJC-18,7,0,3,3,12,4,9231
2004-05,Czech Republic U18 (all),International-Jr,15,1,4,5,18,,9231
2004-05,Czech Republic U20 (all),International-Jr,4,0,0,0,14,,9231
2004-05,Portland Winter Hawks,WHL,32,2,11,13,10,6,12385
2004-05,Cedar Rapids Roughriders,USHL,60,27,25,52,86,20,10460
2004-05,Erie Otters,OHL,61,22,19,41,75,-9,9195
2004-05,Univ. of Denver,NCAA,42,17,28,45,30,,10212
2004-05,Drummondville Voltigeurs,QMJHL,65,29,49,78,76,7,9194
2004-05,Canada U18,WJC-18,6,2,3,5,4,3,9194
2004-05,Calgary Hitmen,WHL,71,8,35,43,61,18,10432
2004-05,Ohio State Univ.,NCAA,42,11,34,45,38,,9221
2004-05,Kölner EC U18,DNL,7,4,5,9,18,,10612
2004-05,Kölner Haie,DEL,47,1,1,2,14,-4,10612
2004-05,Moskitos Essen,Germany2,3,0,0,0,0,,10612
2004-05,Germany U18,WJC-18,6,1,2,3,4,-1,10612
2004-05,Lewiston MAINEiacs,QMJHL,53,8,18,26,98,9,12386
2004-05,Rimouski Océanic,QMJHL,69,54,62,116,66,61,9475
2004-05,Rimouski Océanic,M-Cup,5,3,6,9,4,6,9475
2004-05,Camrose Kodiaks,AJHL,55,41,41,82,80,,11354
2004-05,Camrose Kodiaks,RBC Cup,5,4,6,10,2,,11354
2004-05,Seattle Thunderbirds,WHL,66,18,34,52,76,30,12388
2004-05,Surrey Eagles,BCHL,60,48,49,97,81,,12389
2004-05,Boston College,NCAA,38,9,8,17,58,,9196
2004-05,Canada U18,WJC-18,6,4,0,4,8,1,9196
2004-05,Sudbury Wolves,OHL,66,3,16,19,98,31,11321
2004-05,Lewiston MAINEiacs,QMJHL,19,4,4,8,8,1,10435
2004-05,Vancouver Giants,WHL,41,0,3,3,89,-9,12387
2004-05,Kamloops Blazers,WHL,28,3,0,3,83,-2,12387
2004-05,Univ. of Minnesota,NCAA,30,2,8,10,28,,9420
2004-05,USA U20,WJC-20,7,0,0,0,14,-3,9420
2004-05,Camrose Kodiaks,AJHL,58,8,28,36,40,,11600
2004-05,Camrose Kodiaks,RBC Cup,6,0,2,2,8,,11600
2004-05,Shattuck St. Mary's Midget Prep,USHS-Prep,66,56,50,106,104,,18014
2004-05,Val-d'Or Foreurs,QMJHL,70,13,19,32,79,-16,9189
2004-05,Canada U18,WJC-18,6,2,2,4,20,4,9189
2004-05,U.S. National U18 Team,USDP,54,7,12,19,176,,9374
2004-05,USNTDP Juniors,NAHL,13,2,4,6,50,,9374
2004-05,USA U18,WJC-18,6,0,1,1,4,0,9374
2004-05,Saskatoon Blades,WHL,72,30,32,62,73,11,12635
2004-05,Calgary Hitmen,WHL,70,14,11,25,111,-4,11452
2004-05,Medicine Hat Tigers,WHL,72,26,35,61,37,29,9188
2004-05,Canada U18,Hlinka Memorial,5,0,1,1,2,,9188
2004-05,Barrie Colts,OHL,10,3,7,10,13,3,11111
2004-05,Belleville Bulls,OHL,53,25,36,61,42,1,11111
2004-05,Medicine Hat Tigers,WHL,66,3,8,11,73,13,11670
2004-05,Lokomotiv Yaroslavl-2,Russia3,58,3,11,14,62,,9587
2004-05,Russia U18,WJC-18,6,1,1,2,12,0,9587
2004-05,Russia U18,Hlinka Memorial,5,1,1,2,6,2,9587
2004-05,Sarnia Sting,OHL,67,21,13,34,103,1,9364
2004-05,Canada U18,WJC-18,6,2,2,4,12,3,9364
2004-05,Canada U18,Hilinka Memorial,5,0,1,1,33,1,9364
2004-05,Kingston Frontenacs,OHL,67,32,28,60,58,-14,9622
2004-05,Peterborough Petes,OHL,68,29,53,82,55,27,10698
2004-05,Canada U18,Hilinka Memorial,5,0,1,1,8,0,10698
2004-05,Ilves U20,Jr. A SM-liiga,38,12,29,41,2,21,6423
2004-05,Ilves,Liiga,2,0,0,0,0,0,6423
2004-05,Finland U18,WJC-18,6,2,0,2,2,-3,6423
2004-05,St. George's School,USHS-Prep,20,26,24,50,-,,12384
2004-05,Saskatoon Blades,WHL,72,1,18,19,237,36,11252
2004-05,HIFK U18,Jr. B SM-sarja,0,0,0,0,0,,4417
2004-05,HIFK U20,Jr. A SM-liiga,20,5,4,9,18,1,4417
2004-05,HIFK,Liiga,15,0,2,2,2,0,4417
2004-05,Finland U18,WJC-18,6,0,0,0,8,-1,4417
2004-05,Finland U20,WJC-20,5,0,1,1,10,-3,4417
2004-05,Vancouver Giants,WHL,64,2,11,13,44,-10,10431
2004-05,Djurgårdens IF J20,SuperElit,30,21,13,34,49,,1299
2004-05,Djurgårdens IF,SHL,1,0,0,0,0,-1,1299
2004-05,London Knights,OHL,62,23,46,69,33,70,8900
2004-05,Canada U20,WJC-20,6,1,2,3,2,9,8900
2004-05,London Knights,M-Cup,4,1,4,5,2,6,8900
2004-05,Brampton Battalion,OHL,61,1,6,7,147,12,11264
2004-05,Blues U18,Jr. B SM-sarja,1,0,1,1,0,,5877
2004-05,Blues U20,Jr. A SM-liiga,37,6,9,15,38,-4,5877
2004-05,Blues,Liiga,1,0,0,0,0,0,5877
2004-05,Finland U18,WJC-18,6,2,3,5,2,1,5877
2004-05,Kitchener Rangers,OHL,58,0,8,8,96,3,11020
2004-05,Breck School,USHS-MN,28,49,38,87,14,,12208
2004-05,Prince Edward Island Rocket,QMJHL,68,10,29,39,48,-16,9356
2004-05,Canada U18,WJC-18,6,0,3,3,0,4,9356
2004-05,Univ. of Michigan,NCAA,39,23,32,55,24,19,9410
2004-05,USA U20,WJC-20,7,2,1,3,0,-2,9410
2004-05,Sault Ste. Marie Greyhounds,OHL,68,11,40,51,57,16,9363
2004-05,Canada U18,WJC-18,6,1,0,1,4,1,9363
2004-05,Plymouth Whalers,OHL,68,25,21,46,60,-2,9373
2004-05,U.S. National U18 Team,USDP,11,2,1,3,8,,9373
2004-05,USA U18,WJC-18,6,2,1,3,4,2,9373
2004-05,Moncton Wildcats,QMJHL,62,5,19,24,55,7,10449
2004-05,Latvia U20,WJC-20 D1,5,1,6,7,6,13,10449
2004-05,Latvia,WC,1,0,0,0,2,-1,10449
2004-05,Latvia (all),International,2,0,0,0,2,,10449
2004-05,HC Kosice U20,Slovakia U20,34,14,14,28,99,,10608
2004-05,HC Kosice,Slovakia,24,2,1,3,2,1,10608
2004-05,HK Trebisov,Slovakia2,1,0,0,0,0,,10608
2004-05,Slovakia U18,WJC-18,6,1,1,2,2,-3,10608
2004-05,Lewiston MAINEiacs,QMJHL,55,1,3,4,131,-2,15596
2004-05,HC Sparta Praha U20,Czech U20,38,2,7,9,42,17,9624
2004-05,Czech Republic U18,WJC-18,7,1,0,1,8,4,9624
2004-05,Mississauga IceDogs,OHL,66,11,17,28,103,5,9358
2004-05,Canada U18,WJC-18,4,0,0,0,4,-2,9358
2004-05,Canada U18,Hilinka Memorial,5,0,2,2,8,1,9358
2004-05,Sioux City Musketeers,USHL,60,6,22,28,90,36,9206
2004-05,Moorhead High,USHS-MN,30,35,32,67,28,,14870
2004-05,Lincoln Stars,USHL,7,1,4,5,0,1,14870
2004-05,Traktor Chelyabinsk,Russia2,40,9,8,17,36,6,9256
2004-05,Traktor Chelyabinsk-2,Russia3,1,0,0,0,0,,9256
2004-05,Russia U18,WJC-18,6,3,5,8,6,0,9256
2004-05,Russia U18,Hlinka Memorial,5,2,2,4,6,-1,9256
2004-05,Kitchener Rangers,OHL,59,20,30,50,41,2,10294
2004-05,Bowling Green State Univ.,NCAA,35,3,13,16,36,-2,9485
2004-05,Lincoln Stars,USHL,59,23,24,47,294,0,14076
2004-05,Red Deer Rebels,WHL,39,7,18,25,48,9,11041
2004-05,Moose Jaw Warriors,WHL,29,7,18,25,30,1,11041
2004-05,Frölunda HC J20,SuperElit,9,2,6,8,6,,2050
2004-05,Leksands IF J20,SuperElit,18,8,10,18,14,,2050
2004-05,Sweden U18,WJC-18,7,1,3,4,8,-3,2050
2004-05,Sweden U18 (all),International-Jr,16,3,6,9,10,,2050
2004-05,Sweden U19 (all),International-Jr,4,1,0,1,2,,2050
2004-05,New Hampshire Jr. Monarchs,EJHL,54,19,26,45,147,,14876
2004-05,Cushing Academy,USHS-Prep,34,14,40,54,52,,10247
2004-05,HC Slavia Praha U20,Czech U20,27,12,21,33,91,18,9227
2004-05,HC Slavia Praha,Czech,18,0,1,1,8,2,9227
2004-05,HC Havlickuv Brod,Czech3,7,3,0,3,31,,9227
2004-05,HC Havlickuv Brod,Czech2 Q,-,-,-,-,-,,9227
2004-05,Czech Republic U18,WJC-18,7,1,0,1,10,3,9227
2004-05,Czech Republic U18 (all),International-Jr,7,1,0,1,10,,9227
2004-05,Czech Republic U20 (all),International-Jr,3,0,0,0,0,,9227
2004-05,Saginaw Spirit,OHL,57,18,30,48,14,-5,9199
2004-05,Canada U18,WJC-18,6,2,3,5,2,4,9199
2004-05,HV71 J18,J18 Allsvenskan,3,0,2,2,4,,2640
2004-05,HV71 J20,SuperElit,31,4,11,15,87,,2640
2004-05,HV71,SHL,14,0,0,0,0,-2,2640
2004-05,Sweden U18,WJC-18,7,1,4,5,6,-1,2640
2004-05,Sweden U18 (all),International-Jr,16,3,5,8,6,,2640
2004-05,Sweden U19 (all),International-Jr,4,0,1,1,0,,2640
2004-05,HV71,ECC,2,0,0,0,0,0,2640
2004-05,Univ. of Denver,NCAA,42,2,5,7,78,,15044
2004-05,Portland Winter Hawks,WHL,67,11,22,33,116,1,11674
2004-05,Vancouver Giants,WHL,66,6,7,13,213,-16,11594
2004-05,Miami Univ. (Ohio),NCAA,38,14,11,25,30,,9211
2004-05,SaiPa U20,Jr. A SM-liiga,13,2,4,6,24,0,4224
2004-05,SaiPa,Liiga,29,1,1,2,8,-5,4224
2004-05,Finland U20,WJC-20,6,1,0,1,2,-3,4224
2004-05,Québec Remparts,QMJHL,64,40,26,66,108,28,11568
2004-05,Traktor Chelyabinsk,Russia2,42,11,5,16,24,10,18013
2004-05,Traktor Chelyabinsk-2,Russia3,1,0,0,0,0,,18013
2004-05,Russia U18,WJC-18,4,0,2,2,2,-1,18013
2004-05,Russia U18,Hlinka Memorial,5,0,2,2,6,-1,18013
2004-05,Saginaw Spirit,OHL,66,7,26,33,31,-29,10433
2004-05,Canada U18,Ivan Hilinka,5,1,1,2,2,8,10433
2004-05,Prince Edward Island Rocket,QMJHL,64,25,34,59,57,-2,4126
2004-05,Russia U18,WJC-18,6,0,1,1,6,-2,4126
2004-05,HK Skalica U18,Slovakia U18,3,1,7,8,2,,9250
2004-05,HK Skalica U20,Slovakia U20,30,17,18,35,40,,9250
2004-05,HK 36 Skalica,Slovakia,46,6,6,12,16,-4,9250
2004-05,Slovakia U18,WJC-18,6,0,7,7,12,1,9250
2004-05,Frölunda HC J18,J18 Allsvenskan,2,1,2,3,0,,2613
2004-05,Frölunda HC J20,SuperElit,32,7,14,21,14,,2613
2004-05,Denmark U18,WJC-18,6,2,2,4,2,-4,2613
2004-05,Denmark U20,WJC-20 D1,5,2,2,4,6,-2,2613
2004-05,Slovakia U18,WJC-18,6,4,1,5,10,2,9661
2004-05,Kamloops Blazers,WHL,69,12,35,47,18,-15,13618
2004-05,Kärpät U18,Jr. B SM-sarja,1,0,0,0,0,,7537
2004-05,Kärpät U20,Jr. A SM-liiga,36,9,11,20,16,1,7537
2004-05,Finland U18,WJC-18,6,0,0,0,4,-2,7537
2004-05,Victoria Salsa,BCHL,36,20,18,38,22,,14857
2004-05,Surrey Eagles,BCHL,20,3,9,12,8,,14857
2004-05,Kingston Frontenacs,OHL,67,11,14,25,92,-2,11309
2004-05,Lewiston MAINEiacs,QMJHL,49,19,26,45,24,10,12486
2004-05,Medicine Hat Tigers,WHL,72,10,14,24,27,6,10438
2004-05,Chicoutimi Saguenéens,QMJHL,53,18,72,90,42,0,9247
2004-05,Slovakia U20,WJC-20,6,1,1,2,4,1,9247
2004-05,Notre Dame Hounds,SJHL,41,5,12,17,207,,15316
2004-05,HC Trinec U20,Czech U20,38,19,18,37,44,-1,9623
2004-05,HC Trinec,Czech,14,0,0,0,0,-6,9623
2004-05,Czech Republic U18,WJC-18,7,0,2,2,4,0,9623
2004-05,Czech Republic U18 (all),International-Jr,12,2,3,5,8,,9623
2004-05,HC Zlin U20,Czech U20,38,9,8,17,38,10,9232
2004-05,HC Zlin,Czech,4,0,0,0,6,1,9232
2004-05,Czech Republic U18,WJC-18,7,0,4,4,6,6,9232
2004-05,Czech Republic U18 (all),International-Jr,12,2,4,6,20,,9232
2004-05,IFK Kumla,Division 1,29,20,18,38,14,23,4120
2004-05,IFK Arboga,Allsvenskan,2,0,0,0,0,-4,4120
2004-05,Sweden U19 (all),International-Jr,4,1,0,1,0,,4120
2004-05,Chilliwack Chiefs,BCHL,60,27,30,57,94,,15045
2004-05,Malmö Redhawks J20,SuperElit,31,8,14,22,104,,1288
2004-05,Malmö Redhawks,SHL,8,0,1,1,0,1,1288
2004-05,Sweden U19 (all),International-Jr,8,1,1,2,12,,1288
2004-05,Colorado College,NCAA,38,7,23,30,52,,11406
2004-05,U.S. National U18 Team,USDP,26,6,11,17,48,,9216
2004-05,U.S. National U18 Team,NAHL,12,7,5,12,25,0,9216
2004-05,USA U18,WJC-18,6,4,4,8,14,7,9216
2004-05,Moose Jaw Warriors,WHL,51,14,32,46,49,-6,3209
2004-05,Finland U20,WJC-20,6,0,0,0,12,-6,3209
2004-05,New England Jr. Falcons,EJHL,50,12,28,40,51,,14684
2004-05,Södertälje SK J20,SuperElit,5,1,2,3,4,,2021
2004-05,Owen Sound Attack,OHL,66,1,12,13,83,17,11234
2004-05,Lada Togliatti,Russia,15,1,0,1,4,-1,10490
2004-05,Lada Togliatti-2,Russia3,13,6,7,13,4,,10490
2004-05,Russia U18,WJC-18,6,0,3,3,8,-3,10490
2004-05,Russia U18,Hlinka Memorial,4,0,1,1,29,2,10490
2004-05,Ottawa 67's,OHL,68,6,24,30,44,26,11392
2004-05,Ottawa 67's,M-Cup,4,1,0,1,0,-2,11392
2004-05,Windsor Spitfires,OHL,68,23,50,73,16,9,11360
2004-05,Prince Albert Raiders,WHL,67,3,19,22,66,2,11645
2004-05,London Knights,OHL,65,9,13,22,159,32,12428
2004-05,London Knights,M-Cup,4,0,0,0,0,12,12428
2004-05,Boston Jr. Bruins,EJHL,53,17,25,42,170,,18012
2004-05,Saskatoon Blades,WHL,70,22,45,67,70,23,11593
